Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate,""
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,1565,"",,"","",WN,19393,WN,N250WN,1565,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1240,"",,,,,1200-1259,,"","",,1405,"",,,,,1400-1459,1.0,B,0.0,85.0,,,1.0,349.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2867,"",,"","",WN,19393,WN,N233LV,2867,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,945,0950,5.0,5.0,0.0,0,0900-0959,11.0,1001,1100,9.0,1110,1109,-1.0,0.0,0.0,-1,1100-1159,0.0,"",0.0,85.0,79.0,59.0,1.0,349.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3365,"",,"","",WN,19393,WN,N955WN,3365,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1835,"",,,,,1800-1859,,"","",,2000,"",,,,,2000-2059,1.0,B,0.0,85.0,,,1.0,349.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,1093,"",,"","",WN,19393,WN,N251WN,1093,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,700,0700,0.0,0.0,0.0,0,0700-0759,16.0,0716,0945,4.0,1000,0949,-11.0,0.0,0.0,-1,1000-1059,0.0,"",0.0,120.0,109.0,89.0,1.0,759.0,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2480,"",,"","",WN,19393,WN,N429WN,2480,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,1520,1630,70.0,70.0,1.0,4,1500-1559,8.0,1638,1915,7.0,1820,1922,62.0,62.0,1.0,4,1800-1859,0.0,"",0.0,120.0,112.0,97.0,1.0,759.0,4,0.0,0.0,62.0,0.0,0.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2003,"",,"","",WN,19393,WN,N8716B,2003,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1035,1211,96.0,96.0,1.0,6,1000-1059,14.0,1225,1248,5.0,1115,1253,98.0,98.0,1.0,6,1100-1159,0.0,"",0.0,100.0,102.0,83.0,1.0,486.0,2,0.0,0.0,2.0,0.0,96.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3531,"",,"","",WN,19393,WN,N927WN,3531,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1910,2001,51.0,51.0,1.0,3,1900-1959,8.0,2009,2024,6.0,1945,2030,45.0,45.0,1.0,3,1900-1959,0.0,"",0.0,95.0,89.0,75.0,1.0,486.0,2,25.0,0.0,0.0,0.0,20.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,4717,"",,"","",WN,19393,WN,N793SA,4717,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1315,1406,51.0,51.0,1.0,3,1300-1359,9.0,1415,1434,8.0,1355,1442,47.0,47.0,1.0,3,1300-1359,0.0,"",0.0,100.0,96.0,79.0,1.0,486.0,2,12.0,0.0,0.0,0.0,35.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,4821,"",,"","",WN,19393,WN,N484WN,4821,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,815,0813,-2.0,0.0,0.0,-1,0800-0859,20.0,0833,0856,7.0,900,0903,3.0,3.0,0.0,0,0900-0959,0.0,"",0.0,105.0,110.0,83.0,1.0,486.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,679,"",,"","",WN,19393,WN,N556WN,679,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,1700,0007,427.0,427.0,1.0,12,1700-1759,8.0,0015,0053,11.0,1810,0104,414.0,414.0,1.0,12,1800-1859,0.0,"",0.0,130.0,117.0,98.0,1.0,677.0,3,0.0,0.0,0.0,0.0,414.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,516,"",,"","",WN,19393,WN,N263WN,516,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12954,1295407,32575,LGB,"Long Beach, CA",CA,6,California,91,1225,1317,52.0,52.0,1.0,3,1200-1259,10.0,1327,1411,4.0,1325,1415,50.0,50.0,1.0,3,1300-1359,0.0,"",0.0,120.0,118.0,104.0,1.0,664.0,3,0.0,0.0,1.0,0.0,49.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2633,"",,"","",WN,19393,WN,N939WN,2633,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1350,1429,39.0,39.0,1.0,2,1300-1359,6.0,1435,1659,19.0,1635,1718,43.0,43.0,1.0,2,1600-1659,0.0,"",0.0,105.0,109.0,84.0,1.0,718.0,3,23.0,0.0,4.0,0.0,16.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,683,"",,"","",WN,19393,WN,N8604K,683,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,730,0733,3.0,3.0,0.0,0,0700-0759,19.0,0752,1104,29.0,1115,1133,18.0,18.0,1.0,1,1100-1159,0.0,"",0.0,165.0,180.0,132.0,1.0,1121.0,5,0.0,0.0,18.0,0.0,0.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,1151,"",,"","",WN,19393,WN,N786SW,1151,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,13796,1379610,32457,OAK,"Oakland, CA",CA,6,California,91,615,0613,-2.0,0.0,0.0,-1,0600-0659,19.0,0632,0748,6.0,755,0754,-1.0,0.0,0.0,-1,0700-0759,0.0,"",0.0,160.0,161.0,136.0,1.0,889.0,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,930,"",,"","",WN,19393,WN,N8821S,930,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,645,0643,-2.0,0.0,0.0,-1,0600-0659,22.0,0705,0805,4.0,815,0809,-6.0,0.0,0.0,-1,0800-0859,0.0,"",0.0,90.0,86.0,60.0,1.0,328.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2609,"",,"","",WN,19393,WN,N201LV,2609,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1625,1644,19.0,19.0,1.0,1,1600-1659,10.0,1654,1751,5.0,1745,1756,11.0,11.0,0.0,0,1700-1759,0.0,"",0.0,80.0,72.0,57.0,1.0,328.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3994,"",,"","",WN,19393,WN,N8888M,3994,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1855,1916,21.0,21.0,1.0,1,1800-1859,15.0,1931,2026,6.0,2015,2032,17.0,17.0,1.0,1,2000-2059,0.0,"",0.0,80.0,76.0,55.0,1.0,328.0,2,0.0,0.0,0.0,0.0,17.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,4580,"",,"","",WN,19393,WN,N8533S,4580,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1140,1140,0.0,0.0,0.0,0,1100-1159,8.0,1148,1249,5.0,1305,1254,-11.0,0.0,0.0,-1,1300-1359,0.0,"",0.0,85.0,74.0,61.0,1.0,328.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,572,"",,"","",WN,19393,WN,N8859Q,572,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,1055,1144,49.0,49.0,1.0,3,1000-1059,10.0,1154,1228,4.0,1155,1232,37.0,37.0,1.0,2,1100-1159,0.0,"",0.0,120.0,108.0,94.0,1.0,628.0,3,2.0,0.0,0.0,0.0,35.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,470,"",,"","",WN,19393,WN,N8327A,470,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1145,1144,-1.0,0.0,0.0,-1,1100-1159,7.0,1151,1250,6.0,1305,1256,-9.0,0.0,0.0,-1,1300-1359,0.0,"",0.0,80.0,72.0,59.0,1.0,289.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,868,"",,"","",WN,19393,WN,N7729A,868,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1755,1936,101.0,101.0,1.0,6,1700-1759,6.0,1942,2044,57.0,1920,2141,141.0,141.0,1.0,9,1900-1959,0.0,"",0.0,85.0,125.0,62.0,1.0,289.0,2,0.0,0.0,40.0,0.0,101.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3831,"",,"","",WN,19393,WN,N7740A,3831,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,625,0621,-4.0,0.0,0.0,-1,0600-0659,21.0,0642,0742,4.0,750,0746,-4.0,0.0,0.0,-1,0700-0759,0.0,"",0.0,85.0,85.0,60.0,1.0,289.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,4218,"",,"","",WN,19393,WN,N8626B,4218,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1355,1357,2.0,2.0,0.0,0,1300-1359,6.0,1403,1502,3.0,1520,1505,-15.0,0.0,0.0,-1,1500-1559,0.0,"",0.0,85.0,68.0,59.0,1.0,289.0,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,169,"",,"","",WN,19393,WN,N208WN,169,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1605,1619,14.0,14.0,0.0,0,1600-1659,9.0,1628,1920,7.0,1910,1927,17.0,17.0,1.0,1,1900-1959,0.0,"",0.0,185.0,188.0,172.0,1.0,1073.0,5,12.0,0.0,3.0,0.0,2.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,1320,"",,"","",WN,19393,WN,N8778Q,1320,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,600,0558,-2.0,0.0,0.0,-1,0600-0659,14.0,0612,0852,6.0,910,0858,-12.0,0.0,0.0,-1,0900-0959,0.0,"",0.0,190.0,180.0,160.0,1.0,1073.0,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2459,"",,"","",WN,19393,WN,N483WN,2459,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1810,1917,67.0,67.0,1.0,4,1800-1859,7.0,1924,2025,6.0,1935,2031,56.0,56.0,1.0,3,1900-1959,0.0,"",0.0,145.0,134.0,121.0,1.0,717.0,3,0.0,0.0,0.0,0.0,56.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3222,"",,"","",WN,19393,WN,N446WN,3222,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,705,0657,-8.0,0.0,0.0,-1,0700-0759,9.0,0706,0809,5.0,830,0814,-16.0,0.0,0.0,-2,0800-0859,0.0,"",0.0,145.0,137.0,123.0,1.0,717.0,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,2996,"",,"","",WN,19393,WN,N477WN,2996,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,1640,1707,27.0,27.0,1.0,1,1600-1659,8.0,1715,2028,5.0,1950,2033,43.0,43.0,1.0,2,1900-1959,0.0,"",0.0,190.0,206.0,193.0,1.0,1130.0,5,16.0,0.0,16.0,0.0,11.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
2024,1,1,15,1,2024-01-15,WN,WN,19393,WN,3528,"",,"","",WN,19393,WN,N8310C,3528,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1420,1502,42.0,42.0,1.0,2,1400-1459,12.0,1514,1614,12.0,1540,1626,46.0,46.0,1.0,3,1500-1559,0.0,"",0.0,80.0,84.0,60.0,1.0,418.0,2,0.0,0.0,4.0,0.0,42.0,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",N,
